P89 M,P89 P,P93 M,P93 P,CP01 M,CP01 P,CH03 M,CH03 P,P07 M,P07 P,W04 M,W04 P,P10 M,P10 P,S21 M,S21 P
-2.402,-1.204629297,-1.326,-2.573424145,-1.43,-0.594915665,-3.893,-3.833807147,-0.214,-0.610229637,-3.987,-3.702176629,-3.721,-3.105312921,,
-2.444,-1.255464065,-2.393,-2.757133431,-0.993,-0.164452435,-3.889,-3.829807147,-0.233,-0.632443105,-3.947,-3.662428813,-3.889,-3.260373655,,
-1.596,-0.386153716,-2.333,-3.552364611,-1.555,-0.73131354,-3.887,-3.844312272,-0.271,-0.697640227,-3.553,-3.268780109,-3.687,-3.071312921,,
-2.575,-1.386464065,1.275,-0.124328744,-1.13,-0.330266003,-3.889,-3.846312272,-0.409,-0.864383347,-3.951,-3.667178612,-3.874,-3.245373655,,
-1.493,-0.283153716,-0.504,-1.814670228,-1.509,-0.75285497,-3.846,-3.819530108,-0.747,-1.235366747,-3.928,-3.644360158,-3.698,-3.087079591,,
-1.625,-0.417281436,-0.796,-2.087187333,-1.583,-0.866915904,-3.903,-3.876530108,-0.628,-1.127602478,-3.652,-3.368546127,-3.86,-3.235898875,,
-1.239,-0.027028382,-0.222,-1.544754652,-1.533,-0.839905853,-3.866,-3.839530108,-1.843,-2.357371413,-3.997,-3.713089483,-3.69,-3.077869679,,
-1.604,-0.39841109,-2.315,-3.562937848,-1.452,-0.782242528,-3.804,-3.793453828,-0.965,-1.494294119,-3.883,-3.599640785,-3.675,-3.062869679,,
-2.608,-1.419464065,1.562,0.131544845,-1.835,-1.185262069,-3.88,-3.869453828,-0.549,-1.091677343,-3.834,-3.550736568,-3.671,-3.060079591,,
-1.522,-0.324917215,-2.35,-3.597937848,-1.676,-1.016328617,-3.881,-3.886076744,-1.629,-2.196468537,-3.962,-3.678089483,-3.695,-3.081661985,,
-1.084,0.121890081,0.24,-1.13127584,-1.726,-1.095119389,-3.885,-3.890076744,-0.584,-1.145936925,-3.97,-3.686268835,-3.844,-3.219898875,,
-2.616,-1.436548504,1.885,0.423427685,-2.656,-2.035048945,-3.887,-3.881979109,-0.553,-1.11538077,-3.475,-3.192131067,-3.598,-2.985869679,,
-1.068,0.137890081,-2.467,-3.743500218,-2.219,-1.617392742,-3.874,-3.894392311,-0.711,-1.279287469,-3.935,-3.651001442,-3.645,-3.031661985,,
-1.872,-0.679328451,2.086,0.622054908,-2.78,-2.173623121,-3.885,-3.905392311,-0.698,-1.283909988,-4.067,-3.782828599,-3.703,-3.092079591,,
-2.615,-1.433349241,-1.894,-2.491072515,-1.868,-1.266272135,-3.951,-3.986394128,-0.899,-1.487757103,-3.758,-3.474833481,-3.75,-3.125898875,,
-2.527,-1.334328451,0.353,-1.092151087,-2.89,-2.317765443,-4.01,-4.070836549,-1.311,-1.898909698,-4.007,-3.722828599,-3.733,-3.126868584,,
-1.253,-0.053282777,-2.451,-3.747244223,-1.818,-1.235704005,-3.885,-3.971368027,-0.322,-0.920337875,-3.935,-3.651452586,-3.822,-3.208513138,,
-2.242,-1.058228589,0.508,-0.951241041,-2.662,-2.109554963,-3.887,-3.973368027,0.042,-0.578035925,-3.955,-3.670743786,-3.817,-3.203513138,,
-1.368,-0.168282777,2.158,0.662900611,-2.692,-2.164658201,-3.854,-3.965985606,0.304,-0.344768892,-4.016,-3.731914482,-3.773,-3.15344698,,
-2.056,-0.874508242,0.334,-1.165505541,-1.79,-1.247184937,-3.889,-3.989903511,-0.377,-1.024524118,-3.982,-3.698268835,-3.767,-3.159637244,,
-2.566,-1.393612346,2.461,0.934763092,-2.246,-1.718658201,-3.882,-4.008442675,-1.894,-2.549382092,-3.955,-3.671001442,-3.799,-3.185513138,,
-1.181,0.018717223,-2.481,-3.805671569,-2.062,-1.549745081,-3.911,-4.063061479,-0.591,-1.253481211,-3.944,-3.659914482,-3.819,-3.19944698,,
-1.48,-0.288893016,2.691,1.164763092,-2.484,-1.966511865,-3.903,-4.043558614,-1.234,-1.932401199,-3.794,-3.511131067,-3.801,-3.187513138,,
-2.094,-0.921728606,-0.186,-1.696699357,-2.515,-2.002745081,-3.894,-4.060090558,0.325,-0.419459064,-4.018,-3.734001442,-3.761,-3.153637244,,
-2.505,-1.342124169,-2.48,-3.833077839,-1.971,-1.442898712,-3.912,-4.10369571,-0.024,-0.782545989,-3.952,-3.667914482,-3.8,-3.186513138,,
-1.572,-0.378543742,-0.354,-1.903004172,-2.681,-2.183832537,-3.904,-4.09569571,-2.168,-2.939152287,-4.014,-3.729743786,-3.803,-3.195436039,,
-2.039,-0.866728606,-1.893,-2.370998411,-2.664,-2.16147363,-3.889,-4.094277844,-1.868,-2.640583951,-3.908,-3.624452586,-3.822,-3.214436039,,
-2.366,-1.200779286,2.594,1.036646164,-2.78,-2.297915052,-3.878,-4.083277844,-1.853,-2.638229686,-3.629,-3.345833481,-3.721,-3.112193849,,
-1.498,-0.313315874,-0.605,-2.162212512,-2.581,-2.162122313,-3.881,-4.086277844,-1.694,-2.529316283,-3.853,-3.569268835,-3.702,-3.094436039,,
-2.042,-0.881621948,-2.481,-3.834077839,-2.568,-2.154775242,-3.901,-4.106825395,-1.984,-2.833518857,-3.483,-3.199089483,-3.635,-3.026193849,,
-2.348,-1.192467049,-1.638,-2.320227634,-2.962,-2.554085232,-3.896,-4.126851156,-2.226,-3.076613319,-4.076,-3.791828599,-3.763,-3.160159324,,
-2.088,-0.927621948,-0.877,-2.470451057,-3.028,-2.609407806,-3.894,-4.111779234,-1.909,-2.760639299,-3.977,-3.692828599,-3.601,-2.996895353,,
-2.383,-1.225046061,-2.283,-3.664459638,-2.586,-2.178085232,-3.891,-4.108779234,-1.033,-1.885596553,-4,-3.716089483,-3.798,-3.195159324,,
-2.287,-1.129046061,-0.988,-2.585083919,-2.731,-2.349866739,-3.887,-4.091616723,,,-3.937,-3.652743786,-3.754,-3.149895353,,
-2.25,-1.092046061,-1.775,-3.184813574,-2.995,-2.597726224,-3.887,-4.091616723,,,-4.089,-3.804743786,-3.823,-3.220159324,,
-1.135,0.049684126,-1.788,-3.226136261,-2.038,-1.639604762,-3.89,-4.105930599,,,-3.669,-3.385931532,-3.754,-3.148633509,,
-1.179,-0.003328277,-1.809,-3.275424322,-2.863,-2.458806236,-3.876,-4.064820505,,,-3.633,-3.349833481,-3.821,-3.224190058,,
-1.306,-0.132836844,2.504,0.817632517,-1.947,-1.548604762,-3.89,-4.078820505,,,-3.792,-3.508833481,-3.738,-3.137333066,,
-1.464,-0.300169873,-0.884,-2.57760783,-2.809,-2.454923368,-3.866,-4.068418464,,,-3.778,-3.493828599,-3.745,-3.144333066,,
-1.561,-0.397169873,2.464,0.777632517,-2.768,-2.408280096,-3.87,-4.045138618,,,-3.894,-3.611334587,-3.794,-3.197190058,,
-1.746,-0.582169873,-1.859,-3.325424322,-2.803,-2.420118956,-3.88,-4.095930599,,,-3.784,-3.501140361,-3.682,-3.081333066,,
-1.834,-0.682413871,2.584,0.864431994,-2.126,-1.754815407,-3.876,-4.051138618,,,-3.768,-3.484950636,-3.695,-3.094333066,,
-1.828,-0.686308476,-1.805,-3.299674384,-2.758,-2.414303134,-3.93,-4.091374712,,,-3.525,-3.242944734,-3.783,-3.186190058,,
-1.914,-0.775059621,2.476,0.756431994,-2.765,-2.415465661,-3.86,-4.021374712,,,-3.777,-3.494840147,-3.823,-3.230973506,,
-1.876,-0.739809286,-1.694,-3.216883083,-2.296,-1.93461391,-3.869,-4.040269101,,,-4.08,-3.796765364,-3.662,-3.066051634,,
-1.84,-0.70655694,-0.798,-2.555982311,-2.586,-2.218601412,-3.863,-4.020168917,,,-3.98,-3.696857446,-3.491,-2.895051634,,
-1.809,-0.685934198,-1.592,-3.114883083,-2.766,-2.392532366,-3.824,-3.981168917,,,-4.043,-3.759950636,-3.773,-3.180973506,,
-1.934,-0.810934198,2.397,0.646376054,-2.784,-2.410532366,-3.84,-4.006420811,,,-4.064,-3.780765364,-3.772,-3.179973506,,
-2.43,-1.317552821,-0.801,-2.558982311,-2.138,-1.779839608,-3.8,-3.966420811,,,-3.954,-3.670765364,-3.488,-2.892051634,,
-2.272,-1.16245781,-1.428,-2.988775318,-2.628,-2.291448331,-3.856,-4.007989136,,,-3.979,-3.695857446,-3.768,-3.180774789,,
-1.824,-0.722412225,-0.79,-2.580458152,-2.319,-2.010602503,-3.826,-4.001282702,,,-3.697,-3.414840147,-3.643,-3.053115325,,
-1.814,-0.712412225,2.381,0.597342125,-2.602,-2.315639134,-3.787,-3.947596847,,,-3.878,-3.595236909,-3.756,-3.163463131,,
-1.752,-0.661511777,-0.743,-2.533458152,-2.734,-2.454032038,-3.741,-3.901596847,,,-3.655,-3.372334587,-3.775,-3.187774789,,
-3.077,-2.701146141,1.942,0.158342125,-2.734,-2.476318502,-3.522,-3.690811556,,,-3.635,-3.352944734,-3.718,-3.125463131,,
-3.017,-2.637016705,-1.203,-2.763775318,-2.703,-2.467770992,-3.73,-3.898811556,,,-4.015,-3.731950636,-3.581,-2.991115325,,
-2.996,-2.6212485,-0.423,-1.09281988,-2.584,-2.364750528,-3.696,-3.849801338,,,-3.662,-3.379236909,-3.767,-3.178444171,,
-2.902,-2.537942874,-0.72,-2.541882756,-2.611,-2.407662271,-3.666,-3.842630024,,,-3.545,-3.262236909,-3.762,-3.169463131,,
-2.945,-2.586302518,1.702,-0.112660286,-2.607,-2.442341322,-3.69,-3.874049194,,,-3.691,-3.408736726,-3.676,-3.087444171,,
-2.957,-2.592942874,-1.173,-2.761993287,-2.276,-2.127166646,-3.485,-3.669049194,,,-3.513,-3.230840147,-3.615,-3.025115325,,
-2.959,-2.610841467,-1.534,-2.416396356,-2.395,-2.292425281,-3.571,-3.762066188,,,-3.699,-3.416736726,-3.666,-3.073463131,,
-2.847,-2.477524192,-0.668,-2.521975278,-2.502,-2.422770416,-3.433,-3.624066188,,,-3.567,-3.284944734,-3.756,-3.16819532,,
-2.781,-2.432852088,1.213,-0.632608228,-2.488,-2.408770416,-3.462,-3.67562544,,,-3.694,-3.411840147,-3.57,-2.986241022,,
-2.769,-2.420852088,-0.63,-2.247159673,-2.034,-1.97825544,-3.462,-3.659678307,,,-3.688,-3.405840147,-3.486,-2.90089073,,
-2.86,-2.48930834,-0.604,-2.489745334,-2.34,-2.323880762,-3.472,-3.692079817,,,-4.014,-3.730950636,-3.505,-2.921241022,,
-2.529,-2.185318324,-0.34,-1.985271135,-1.612,-1.595880762,-3.424,-3.627883034,,,-3.704,-3.421736726,-3.604,-3.01889073,,
-2.843,-2.487665021,0.144,-1.734436617,-1.925,-1.948607809,-3.364,-3.590123372,,,-3.667,-3.385890565,-3.656,-3.06819532,,
-2.757,-2.424738683,-0.576,-2.461745334,-1.492,-1.515607809,-3.345,-3.554678035,,,-4.055,-3.772842675,-3.763,-3.17519532,,
-2.761,-2.423058054,-0.29,-1.963324339,-1.256,-1.311661395,-3.271,-3.502753855,,,-4.044,-3.761842675,-3.676,-3.08819532,,
-2.847,-2.491665021,-0.13,-2.039306965,-1.591,-1.678932199,-3.285,-3.516753855,,,-4.05,-3.767744234,-3.639,-3.052542148,,
-2.758,-2.425738683,-0.538,-2.454950821,-1.744,-1.831932199,-3.231,-3.484848557,,,-3.738,-3.456671619,-3.743,-3.15519532,,
-2.846,-2.490665021,-0.281,-1.94418898,-2.007,-2.102948784,-3.168,-3.426893471,,,-3.577,-3.295890565,-3.733,-3.149943889,,
-2.816,-2.475986564,-0.536,-2.22707934,-1.894,-2.014411598,-3.125,-3.405831418,,,-4.082,-3.799744234,-3.731,-3.147943889,,
-2.797,-2.456986564,0.217,-1.723111619,-1.976,-2.145678847,-3.073,-3.353831418,,,-3.704,-3.422671619,-3.725,-3.248569618,,
-2.748,-2.429393891,-0.883,-2.60190504,-1.916,-2.118744232,-3.012,-3.314780486,,,-3.739,-3.457890565,-3.729,-3.257310054,,
-2.729,-2.410393891,0.507,-1.463846854,-1.479,-1.681744232,-2.934,-3.24105037,,,-3.527,-3.245671619,-3.839,-3.367310054,,
-2.674,-2.370766365,-1.334,-3.05290504,-1.592,-1.853159965,-2.881,-3.18805037,,,-4.024,-3.741744234,-3.846,-3.374310054,,
-2.703,-2.42143401,0.463,-1.507846854,-1.432,-1.718427466,-2.826,-3.154826729,,,-3.772,-3.490765184,-3.818,-3.351047283,,
-2.396,-2.11443401,-0.392,-2.401943816,-1.098,-1.435244447,-2.778,-3.128606564,,,-3.815,-3.534867772,-3.802,-3.335047283,,
-2.572,-2.312267594,-1.383,-3.129662794,-0.768,-1.130787248,-2.732,-3.104387336,,,-3.486,-3.205637721,-3.789,-3.322047283,,
-2.516,-2.249841044,-0.376,-2.385943816,-0.928,-1.325061559,-2.659,-3.053166503,,,-3.759,-3.477765184,-3.779,-3.316780665,,
-2.353,-2.086841044,-0.978,-2.06430865,-1.208,-1.613607578,-2.603,-3.018941527,,,-3.759,-3.477765184,-3.796,-3.333780665,,
-2.404,-2.159756836,-0.368,-2.408224953,-3.142,-3.333050767,-2.508,-2.923941527,,,-3.599,-3.318637721,-3.789,-3.326780665,,
-2.439,-2.194756836,-0.316,-1.160709014,-3.868,-4.048553281,-2.485,-2.922709868,,,-3.735,-3.454867772,-3.81,-3.352509566,,
-2.337,-2.114833076,0.253,-1.779094223,-2.779,-2.990828357,-2.428,-2.887468984,,,-3.751,-3.469976254,-3.751,-3.295452978,,
-2.25,-2.021181899,-0.321,-2.361224953,-3.889,-4.078364762,-2.397,-2.878216339,,,-3.709,-3.427976254,-3.693,-3.237452978,,
-2.255,-2.048333477,-1.014,-2.788349328,-3.852,-4.041364762,-2.305,-2.807949395,,,-3.847,-3.565976254,-3.611,-3.189829723,,
-2.228,-2.014537091,0.317,-1.745598974,-3.491,-3.688871515,-2.256,-2.780665616,,,-3.856,-3.574870137,-3.609,-3.187829723,,
-1.961,-1.769759895,-0.271,-2.341133243,-3.638,-3.824890976,-2.278,-2.822221952,,,-3.466,-3.184870137,-3.607,-3.183701619,,
-2.068,-1.876759895,0.198,-1.864598974,-3.495,-3.659729624,-2.27,-2.836104745,,,-3.583,-3.301870137,-3.62,-3.196701619,,
-2.01,-1.834106629,-0.254,-2.353660128,-3.377,-3.552843167,-1.923,-2.510965382,,,-3.814,-3.532976254,-3.612,-3.188701619,,
-2.034,-1.858106629,-1.129,-2.958495701,-3.518,-3.690312575,-2.521,-3.130801315,,,-3.519,-3.238637721,-3.645,-3.219570328,,
-1.966,-1.790106629,-0.114,-2.209025951,-3.723,-3.883931578,-1.971,-2.602609995,,,-3.737,-3.456867772,-3.651,-3.230100606,,
-1.86,-1.706545701,-0.226,-2.325660128,-3.827,-3.976488979,-1.831,-2.462609995,,,-3.869,-3.587976254,-3.681,-3.260100606,,
-1.911,-1.750367988,-0.235,-2.331801659,-3.339,-3.495356287,-1.777,-2.430388879,,,-3.877,-3.595870137,-3.715,-3.294100606,,
-1.881,-1.742867142,-0.21,-2.308346448,-3.436,-3.580652857,-1.553,-2.248734891,,,-3.799,-3.517870137,-3.763,-3.346621309,,
-1.853,-1.714867142,-0.21,-2.306801659,-3.763,-3.895892139,-1.703,-2.420630207,,,-3.636,-3.356998408,-3.757,-3.340621309,,
-1.879,-1.75609336,-1.519,-3.359234911,-3.696,-3.817075768,-1.563,-2.302487735,,,-3.599,-3.318828167,-3.767,-3.350621309,,
-1.726,-1.60309336,-1.243,-3.110787941,-3.711,-3.838032616,-1.546,-2.285487735,,,-3.498,-3.218754635,-3.695,-3.28313194,,
-1.391,-1.29078894,-0.716,-1.903554639,-3.566,-3.716411471,-1.617,-2.378304929,,,-3.619,-3.338717746,-3.659,-3.249311369,,
-1.391,-1.283218686,-0.976,-2.871256471,-3.509,-3.647002908,-1.58,-2.363079245,,,-3.716,-3.436998408,-3.667,-3.257311369,,
-1.272,-1.186963074,-1.703,-2.665268067,-3.455,-3.615501172,-1.491,-2.295338035,,,-3.587,-3.307754635,-3.67,-3.25813194,,
-1.267,-1.181963074,-0.126,-2.021256471,-3.355,-3.533009251,-1.443,-2.269248446,,,-3.911,-3.630717746,-3.682,-3.274632011,,
-1.235,-1.17284212,-0.333,-2.255637279,-3.254,-3.440547323,-1.312,-2.160110444,,,-3.697,-3.417998408,-3.65,-3.242632011,,
-1.121,-1.05884212,-0.224,-2.173927159,-3.168,-3.371806587,-1.294,-2.142110444,,,-3.55,-3.270754635,-3.631,-3.223632011,,
-1.088,-1.048852858,-0.101,-2.050927159,-3.023,-3.247578658,-1.145,-2.036646281,,,-3.923,-3.642717746,-3.565,-3.159906753,,
-1.077,-1.037852858,-0.408,-1.449227422,-2.919,-3.160716749,-0.807,-1.720583381,,,-3.353,-3.074122146,-3.574,-3.168906753,,
-1.035,-0.995852858,-0.078,-2.055122918,-2.82,-3.078859574,-1.092,-2.005583381,,,-3.577,-3.298787524,-3.588,-3.182906753,,
-0.988,-0.971992304,0.218,-1.115044578,-2.688,-2.99829647,-0.931,-1.888466351,,,-3.338,-3.060172239,-3.617,-3.216369055,,
-0.936,-0.919992304,0.107,-1.366050626,-2.588,-2.89829647,-0.888,-1.889402966,,,-3.909,-3.629699937,-3.69,-3.289369055,,
-1.042,-1.049257445,0.227,-1.282905962,-2.51,-2.82272945,-0.852,-1.853402966,,,-3.571,-3.292787524,-3.654,-3.253369055,,
-0.965,-0.980271412,0.232,-1.222419615,-2.443,-2.77271851,-0.719,-1.764724631,,,-3.343,-3.065172239,-3.633,-3.236819643,,
-1.008,-1.046747852,-0.227,-1.773203466,-2.395,-2.741700424,-0.863,-1.930705458,,,-3.591,-3.312914514,-3.622,-3.225819643,,
-1.188,-1.23477628,0.586,-0.59479744,-2.276,-2.656634888,-0.867,-1.934705458,,,-3.467,-3.189172239,-3.682,-3.285819643,,
-1.211,-1.25777628,-0.744,-2.855579304,-2.211,-2.608583481,-0.92,-2.009615824,,,-3.565,-3.285699937,-3.636,-3.244258065,,
-1.41,-1.488498582,-0.861,-2.569991307,-2.145,-2.576433503,-0.914,-2.02545319,,,-3.609,-3.330914514,-3.584,-3.187726245,,
-1.425,-1.503498582,-1.103,-2.861978411,-2.082,-2.530330984,-0.836,-1.969215025,,,-3.593,-3.313585155,-3.661,-3.269258065,,
-1.557,-1.66742988,-1.56,-3.414340055,-2.01,-2.458330984,-0.747,-1.90189881,,,-3.5,-3.222302984,-3.565,-3.168726245,,
-1.636,-1.74642988,-0.84,-2.978144207,-1.919,-2.401061033,-0.65,-1.826502035,,,-3.609,-3.331042751,-3.576,-3.177453776,,
-1.769,-1.911561629,-0.356,-2.019003748,-1.803,-2.318691427,-0.124,-1.574425349,,,-3.652,-3.374042751,-3.575,-3.176453776,,
-2.341,-2.483561629,-0.906,-3.070593102,-1.657,-2.206076127,-0.018,-1.490496069,,,-3.594,-3.316042751,-3.594,-3.193177054,,
-1.975,-2.141837715,-0.893,-3.057593102,-1.556,-2.121962875,-0.594,-1.770502035,,,-3.583,-3.305172239,-3.596,-3.197453776,,
-1.966,-2.14088518,-1.242,-3.215936137,-1.542,-2.141664352,-0.095,-1.545425349,,,-3.861,-3.581585155,-3.506,-3.109726245,,
-2.41,-2.609349448,-0.856,-3.04692293,-1.481,-2.11456253,0.214,-1.282192506,,,-3.495,-3.217302984,-3.565,-3.173258065,,
-1.527,-1.726349448,0.005,-1.315888153,-1.495,-2.145630256,-0.081,-1.532596623,,,-3.502,-3.224172239,-3.525,-3.133122594,,
-1.441,-1.664917085,-0.937,-3.005185509,0.884,-1.429632373,-0.516,-1.714022203,,,-3.528,-3.251389072,-3.545,-3.15540555,,
-1.587,-1.810917085,-0.561,-2.643880847,0.864,-1.41036,0.229,-1.289295979,,,-3.277,-3.000252494,-3.542,-3.145543163,,
-1.609,-1.857584871,-0.793,-3.03621325,0.844,-1.398150392,-0.511,-1.732595165,,,-3.924,-3.645353722,-3.532,-3.135543163,,
-1.633,-1.881584871,-0.23,-2.391475193,0.944,-1.282392536,-0.457,-1.678595165,,,-3.451,-3.174389072,-3.565,-3.17540555,,
-1.344,-1.617349568,0.163,-1.237808473,1.092,-1.117870032,0.166,-1.352295979,,,-3.882,-3.603353722,-3.525,-3.13540555,,
-1.354,-1.660569404,-0.617,-2.831785115,1.237,-0.939893422,-0.261,-1.527847737,,,-3.479,-3.202526925,-3.593,-3.200897265,,
-1.408,-1.714569404,-0.292,-2.506785115,1.174,-0.969713091,-0.061,-1.535871922,,,-3.953,-3.674590918,-3.642,-3.249897265,,
-1.392,-1.698569404,-0.288,-2.596204684,1.318,-0.792337621,-0.463,-1.729847737,,,-3.808,-3.529353722,-3.731,-3.338897265,,
-1.351,-1.682597567,-0.479,-2.721547997,1.984,-0.083734579,0.176,-1.388190276,,,-3.418,-3.141389072,-3.728,-3.340238939,,
-1.308,-1.673136669,-0.095,-2.390508383,0.991,-1.067514052,-0.316,-1.606396684,,,-3.452,-3.175389072,-3.737,-3.349238939,,
-1.28,-1.653463337,-0.709,-2.951547997,0.611,-0.741926143,0.097,-1.467190276,,,-3.439,-3.160471716,-3.634,-3.246238939,,
-1.248,-1.621463337,-0.499,-2.75511121,0.601,-0.751926143,-0.044,-1.5413971,,,-3.811,-3.532236932,-3.698,-3.312560539,,
-2.87,-3.124525184,-0.789,-3.071592997,0.928,-1.121115051,-0.019,-1.605184364,,,-3.859,-3.580471716,-3.654,-3.270567776,,
-2.602,-2.907100812,-0.624,-2.906592997,0.452,-0.858905189,0.144,-1.146396684,,,-3.761,-3.482471716,-3.616,-3.232567776,,
-2.479,-2.817805136,0.412,-1.066253888,0.948,-1.081785757,-0.021,-1.607184364,,,-3.849,-3.570236932,-3.622,-3.242883371,,
-2.292,-2.666261472,0.398,-1.055439653,0.722,-0.641951177,0.057,-1.551038593,,,-3.613,-3.335922426,-3.619,-3.239883371,,
-2.114,-2.570442317,0.461,-0.984865456,0.689,-0.666925032,0.149,-1.483181856,,,-3.736,-3.459046962,-3.646,-3.262167595,,
-2.03,-2.503179837,0.519,-0.91734165,1.052,-0.967857577,0.128,-1.52605138,,,-3.754,-3.477046962,-3.624,-3.240167595,,
-1.815,-2.338247718,0.497,-0.897686258,0.19,-1.096866649,0.029,-1.646774642,,,-3.919,-3.641922426,-3.638,-3.258883371,,
-1.569,-2.125486294,0.655,-0.78710013,0.972,-1.027479585,0.463,-0.872865327,,,-3.982,-3.705977939,-3.507,-3.123167595,,
-1.485,-2.124545905,0.615,-0.764928642,0.958,-0.381451957,0.107,-1.590348874,,,-3.76,-3.484108279,-3.487,-3.103167595,,
0.877,-1.366599053,0.745,-0.602363299,0.907,-1.047346469,0.142,-1.576771334,,,-3.636,-3.360108279,-3.613,-3.233883371,,
0.976,-1.213113434,0.976,-0.337844621,0.405,-0.865159048,0.554,-1.186039298,,,-3.657,-3.381239858,-3.59,-3.212815847,,
1.16,-0.980443142,1.003,-0.291575386,0.513,-0.809424032,0.143,-1.554348874,,,-3.91,-3.633977939,-3.557,-3.179815847,,
1.132,-0.958330229,0.909,-0.309701967,0.782,-1.137526602,0.167,-1.192375002,,,-3.896,-3.619977939,-3.469,-3.091815847,,
1.006,-0.956084292,0.718,-0.42434138,0.592,-0.851229185,-0.027,-1.547738641,,,-3.657,-3.381239858,-3.707,-3.329815847,,
0.886,-0.583651658,1.079,-0.053885866,0.482,-0.831704383,0.064,-1.654771334,,,-3.852,-3.575977939,-3.626,-3.246441117,,
0.551,-0.842687058,-0.91,-1.662207923,0.524,-0.893420594,0.377,-1.363039298,,,-3.875,-3.598977939,-3.758,-3.378441117,,
0.823,-0.687560435,0.159,-0.777575533,0.974,-0.511243888,0.39,-1.371150069,,,-3.593,-3.317239858,-3.74,-3.360441117,,
1.134,-0.165555182,-0.466,-1.28274895,0.712,-0.618760468,0.041,-1.741100969,,,-3.76,-3.483977939,-3.789,-3.413701138,,
0.861,-0.70453318,-0.286,-1.129220129,0.583,-0.773630558,0.064,-1.295375002,,,-3.862,-3.586925365,-3.781,-3.405701138,,
0.672,-0.524471839,-0.02,-0.916167163,1.081,-0.42979624,0.239,-1.522150069,,,-3.706,-3.431334061,-3.663,-3.287701138,,
0.392,-0.719755777,0.988,-0.106219848,1.089,-0.447284245,-0.114,-1.916889347,,,-3.837,-3.562060348,-3.758,-3.380306996,,
-0.52,-1.563453008,0.85,-0.164651985,0.263,-0.955162316,0.088,-1.29477625,,,-3.627,-3.352334061,-3.84,-3.462306996,,
-0.566,-1.609453008,-0.9,-1.622225829,0.76,-1.089518888,-0.069,-1.871889347,,,-3.776,-3.501334061,-3.853,-3.477701138,,
-0.66,-1.678378548,1.302,0.14168406,0.683,-0.843538858,-0.037,-1.860512575,,,-3.877,-3.603169235,-3.56,-3.175093406,,
-0.717,-1.726375876,-0.818,-1.595037975,0.764,-1.050348559,-0.072,-1.895512575,,,-3.914,-3.640169235,-3.743,-3.367701138,,
-0.804,-1.788382706,-0.594,-1.395470855,0.267,-0.94229603,0.052,-1.376491505,,,-3.742,-3.468311442,-3.523,-3.138093406,,
-0.722,-1.697358894,-0.739,-1.542055389,1.085,-0.606831127,0.112,-1.29303645,,,-3.752,-3.478169235,-3.562,-3.190947284,,
-0.706,-1.647409967,-0.846,-1.621031821,1.044,-0.697127272,-0.013,-1.556980367,,,-3.696,-3.422311442,-3.604,-3.223282348,,
-0.795,-1.736409967,-1.242,-1.933168461,0.955,-0.810633812,0.562,-0.866491505,,,-3.725,-3.451311442,-3.523,-3.142282348,,
-0.944,-1.851536936,-1.071,-1.799299522,1.078,-0.564178119,0.351,-1.100831456,,,-3.831,-3.557028289,-3.541,-3.162706578,,
-1.072,-1.954814335,-1.303,-2.001636402,0.633,-0.848379061,0.159,-1.339154037,,,-3.716,-3.442028289,-3.539,-3.160706578,,
-0.649,-1.522747569,-1.214,-1.963941514,1.674,0.092097635,-0.688,-2.557540281,,,-3.675,-3.40215719,-3.534,-3.153282348,,
1.114,0.264876078,-1.103,-1.888366982,0.075,-1.090480296,0.299,-1.199154037,,,-3.701,-3.42815719,-3.55,-3.169282348,,
1.337,0.496950438,-0.96,-1.795684332,0.912,-0.534077284,0.319,-1.202130711,,,-3.511,-3.238011465,-3.759,-3.387947284,,
1.296,0.480470822,-0.727,-1.66647227,1.225,-0.321527272,0.87,-2.028555363,,,-3.639,-3.36615719,-3.534,-3.155706578,,
1.459,0.652549465,-0.476,-1.477417385,0.111,-1.019688216,0.869,-2.029555363,,,-3.433,-3.16015719,-3.599,-3.218282348,,
0.595,-0.177958028,0.045,-1.107108954,0.011,-1.094035218,0.864,-2.025096773,,,-3.572,-3.300159809,-3.716,-3.342539142,,
-0.711,-1.483958028,0.583,-0.678338996,1.369,-0.092057044,0.848,-2.00982278,,,-3.56,-3.288159809,-3.53,-3.155896657,,
-0.519,-1.258579501,1.141,-0.258618413,0.921,-0.590108949,0.865,-1.98318123,,,-3.56,-3.288159809,-3.733,-3.366179185,,
-0.23,-0.945394292,1.608,0.107769384,1.341,-0.109686255,0.874,-1.964294674,,,-3.679,-3.407159809,-3.681,-3.311757305,,
0.584,-0.122322326,1.038,-0.562878266,-0.414,-1.500709279,0.976,-1.862294674,,,-3.932,-3.661333213,-3.531,-3.156896657,,
1.314,0.63174286,0.52,-1.206941607,-0.535,-1.586972486,1.006,-1.790915031,,,-3.81,-3.539176459,-3.622,-3.245458082,,
1.26,0.58680621,0.812,-1.070226032,-0.43,-1.447292297,1.06,-1.736915031,,,-3.8,-3.529176459,-3.72,-3.350757305,,
1.295,0.654798911,0.635,-1.183906825,0.135,-0.856968587,1.014,-1.741262342,,,-3.863,-3.592176459,-3.848,-3.481179185,,
0.803,0.162798911,1.006,-0.935896987,-0.628,-1.585441534,1.015,-1.740262342,,,-3.907,-3.636176459,-3.511,-3.139329764,,
